"Type","File","Action","CurrentTitle","ProposedTitle","CurrentDescription","ProposedDescription","CurrentTitleKW","ProposedTitleKW","CurrentDescKW","ProposedDescKW"
"기타지역페이지","massage/seoul/yongsan-gu/용산구-출장마사지-이촌-한강로-신용산-주거와-오피스를-오가는-긴-하루-어깨-허리-뻐근함-방문-홈케어/index.html","유지","용산구 출장마사지 - 이촌·한강로 주거와 오피스를 오가는 긴 하루 어깨·허리 뻐근함 방문 홈케어 | 몽라운지","용산구 출장마사지 - 이촌·한강로 주거와 오피스를 오가는 긴 하루 어깨·허리 뻐근함 방문 홈케어 | 몽라운지","용산구 이촌·한강로·신용산 생활권에서 주거와 오피스를 오가는 긴 하루 뒤 어깨·허리 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","용산구 이촌·한강로·신용산 생활권에서 주거와 오피스를 오가는 긴 하루 뒤 어깨·허리 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/gangdong-gu/강동구-출장마사지-둔촌-올림픽공원-일자산-입주-이사와-장시간-정리-전신-뭉침과-무거움-방문-홈케어/index.html","유지","강동구 출장마사지 - 둔촌·올림픽공원 입주·이사와 장시간 정리 전신 뭉침과 무거움 방문 홈케어 | 몽라운지","강동구 출장마사지 - 둔촌·올림픽공원 입주·이사와 장시간 정리 전신 뭉침과 무거움 방문 홈케어 | 몽라운지","강동구 둔촌·올림픽공원·일자산 생활권에서 입주·이사와 장시간 정리 뒤 전신 뭉침과 무거움을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","강동구 둔촌·올림픽공원·일자산 생활권에서 입주·이사와 장시간 정리 뒤 전신 뭉침과 무거움을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/guro-gu/구로구-출장마사지-신도림-구로-대림-유통-판매-업무로-오래-선-날-다리-발의-무거움-방문-홈케어/index.html","유지","구로구 출장마사지 - 신도림·구로 유통·판매 업무로 오래 선 날 다리·발의 무거움 방문 홈케어 | 몽라운지","구로구 출장마사지 - 신도림·구로 유통·판매 업무로 오래 선 날 다리·발의 무거움 방문 홈케어 | 몽라운지","구로구 신도림·구로·대림 생활권에서 유통·판매 업무로 오래 선 날 뒤 다리·발의 무거움을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","구로구 신도림·구로·대림 생활권에서 유통·판매 업무로 오래 선 날 뒤 다리·발의 무거움을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/gwanak-gu/관악구-출장마사지-서울대입구-샤로수길-신림-프리랜서-작업과-창업-일정-눈-목-어깨-피로-방문-홈케어/index.html","유지","관악구 출장마사지 - 서울대입구·샤로수길 프리랜서 작업과 창업 일정 눈·목·어깨 피로 방문 홈케어 | 몽라운지","관악구 출장마사지 - 서울대입구·샤로수길 프리랜서 작업과 창업 일정 눈·목·어깨 피로 방문 홈케어 | 몽라운지","관악구 서울대입구·샤로수길·신림 생활권에서 프리랜서 작업과 창업 일정 뒤 눈·목·어깨 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","관악구 서울대입구·샤로수길·신림 생활권에서 프리랜서 작업과 창업 일정 뒤 눈·목·어깨 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/gwangjin-gu/광진구-출장마사지-구의-광나루-건대입구-재택업무와-장시간-화면-작업-목-손목의-뻐근함-방문-홈케어/index.html","유지","광진구 출장마사지 - 구의·광나루 재택업무와 장시간 화면 작업 목·손목의 뻐근함 방문 홈케어 | 몽라운지","광진구 출장마사지 - 구의·광나루 재택업무와 장시간 화면 작업 목·손목의 뻐근함 방문 홈케어 | 몽라운지","광진구 구의·광나루·건대입구 생활권에서 재택업무와 장시간 화면 작업 뒤 목·손목의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","광진구 구의·광나루·건대입구 생활권에서 재택업무와 장시간 화면 작업 뒤 목·손목의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/dongdaemun-gu/동대문구-출장마사지-회기-이문-청량리-공부-연구가-길어진-날-목-어깨의-긴장감-방문-홈케어/index.html","유지","동대문구 출장마사지 - 회기·이문 공부·연구가 길어진 날 목·어깨의 긴장감 방문 홈케어 | 몽라운지","동대문구 출장마사지 - 회기·이문 공부·연구가 길어진 날 목·어깨의 긴장감 방문 홈케어 | 몽라운지","동대문구 회기·이문·청량리 생활권에서 공부·연구가 길어진 날 뒤 목·어깨의 긴장감을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","동대문구 회기·이문·청량리 생활권에서 공부·연구가 길어진 날 뒤 목·어깨의 긴장감을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/jongno-gu/종로구-출장마사지-혜화-대학로-종로5가-공연-관람-뒤-오래-걷는-일정-다리-발의-무거움-방문-홈케어/index.html","유지","종로구 출장마사지 - 혜화·대학로 공연·관람 뒤 오래 걷는 일정 다리·발의 무거움 방문 홈케어 | 몽라운지","종로구 출장마사지 - 혜화·대학로 공연·관람 뒤 오래 걷는 일정 다리·발의 무거움 방문 홈케어 | 몽라운지","종로구 혜화·대학로·종로5가 생활권에서 공연·관람 뒤 오래 걷는 일정 뒤 다리·발의 무거움을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","종로구 혜화·대학로·종로5가 생활권에서 공연·관람 뒤 오래 걷는 일정 뒤 다리·발의 무거움을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/seongdong-gu/성동구-출장마사지-왕십리-행당-성수-통근과-약속이-이어진-하루-전신-피로-방문-홈케어/index.html","유지","성동구 출장마사지 - 왕십리·행당 통근과 약속이 이어진 하루 전신 피로 방문 홈케어 | 몽라운지","성동구 출장마사지 - 왕십리·행당 통근과 약속이 이어진 하루 전신 피로 방문 홈케어 | 몽라운지","성동구 왕십리·행당·성수 생활권에서 통근과 약속이 이어진 하루 뒤 전신 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","성동구 왕십리·행당·성수 생활권에서 통근과 약속이 이어진 하루 뒤 전신 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/seongbuk-gu/성북구-출장마사지-정릉-돈암-길음-집안일과-일상-활동이-길어진-날-어깨-목의-뻐근함-방문-홈케어/index.html","유지","성북구 출장마사지 - 정릉·돈암 집안일과 일상 활동이 길어진 날 어깨·목의 뻐근함 방문 홈케어 | 몽라운지","성북구 출장마사지 - 정릉·돈암 집안일과 일상 활동이 길어진 날 어깨·목의 뻐근함 방문 홈케어 | 몽라운지","성북구 정릉·돈암·길음 생활권에서 집안일과 일상 활동이 길어진 날 뒤 어깨·목의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","성북구 정릉·돈암·길음 생활권에서 집안일과 일상 활동이 길어진 날 뒤 어깨·목의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/yeongdeungpo-gu/영등포구-출장마사지-문래-영등포-여의도-판매-제조-오피스-일정이-겹친-날-다리-손목-피로-방문-홈케어/index.html","유지","영등포구 출장마사지 - 문래·영등포 판매·제조·오피스 일정이 겹친 날 다리·손목 피로 방문 홈케어 | 몽라운지","영등포구 출장마사지 - 문래·영등포 판매·제조·오피스 일정이 겹친 날 다리·손목 피로 방문 홈케어 | 몽라운지","영등포구 문래·영등포·여의도 생활권에서 판매·제조·오피스 일정이 겹친 날 뒤 다리·손목 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","영등포구 문래·영등포·여의도 생활권에서 판매·제조·오피스 일정이 겹친 날 뒤 다리·손목 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/songpa-gu/송파구-출장마사지-문정-법조타운-잠실-야근과-장시간-화면-업무-어깨-목-눈의-피로-방문-홈케어/index.html","유지","송파구 출장마사지 - 문정·법조타운 야근과 장시간 화면 업무 어깨·목·눈의 피로 방문 홈케어 | 몽라운지","송파구 출장마사지 - 문정·법조타운 야근과 장시간 화면 업무 어깨·목·눈의 피로 방문 홈케어 | 몽라운지","송파구 문정·법조타운·잠실 생활권에서 야근과 장시간 화면 업무 뒤 어깨·목·눈의 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","송파구 문정·법조타운·잠실 생활권에서 야근과 장시간 화면 업무 뒤 어깨·목·눈의 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/eunpyeong-gu/은평구-출장마사지-응암-역촌-불광-생활-이동과-장보기-일정-허리-어깨-피로-방문-홈케어/index.html","유지","은평구 출장마사지 - 응암·역촌 생활 이동과 장보기 일정 허리·어깨 피로 방문 홈케어 | 몽라운지","은평구 출장마사지 - 응암·역촌 생활 이동과 장보기 일정 허리·어깨 피로 방문 홈케어 | 몽라운지","은평구 응암·역촌·불광 생활권에서 생활 이동과 장보기 일정 뒤 허리·어깨 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","은평구 응암·역촌·불광 생활권에서 생활 이동과 장보기 일정 뒤 허리·어깨 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/jung-gu/중구-출장마사지-신당-동대문시장-을지로-야간-영업과-장시간-서-있는-일정-다리-허리-피로-방문-홈케어/index.html","유지","중구 출장마사지 - 신당·동대문시장 야간 영업과 장시간 서 있는 일정 다리·허리 피로 방문 홈케어 | 몽라운지","중구 출장마사지 - 신당·동대문시장 야간 영업과 장시간 서 있는 일정 다리·허리 피로 방문 홈케어 | 몽라운지","중구 신당·동대문시장·을지로 생활권에서 야간 영업과 장시간 서 있는 일정 뒤 다리·허리 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","중구 신당·동대문시장·을지로 생활권에서 야간 영업과 장시간 서 있는 일정 뒤 다리·허리 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/gangnam-gu/강남구-출장마사지-압구정-청담-역삼-외출-미팅-일정이-길어진-날-목-어깨의-뻐근함-방문-홈케어/index.html","유지","강남구 출장마사지 - 압구정·청담 외출·미팅 일정이 길어진 날 목·어깨의 뻐근함 방문 홈케어 | 몽라운지","강남구 출장마사지 - 압구정·청담 외출·미팅 일정이 길어진 날 목·어깨의 뻐근함 방문 홈케어 | 몽라운지","강남구 압구정·청담·역삼 생활권에서 외출·미팅 일정이 길어진 날 뒤 목·어깨의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","강남구 압구정·청담·역삼 생활권에서 외출·미팅 일정이 길어진 날 뒤 목·어깨의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/yangcheon-gu/양천구-출장마사지-신정-신월-목동-강의와-장시간-발성이-이어진-날-목-어깨의-뻐근함-방문-홈케어/index.html","유지","양천구 출장마사지 - 신정·신월 강의와 장시간 발성이 이어진 날 목·어깨의 뻐근함 방문 홈케어 | 몽라운지","양천구 출장마사지 - 신정·신월 강의와 장시간 발성이 이어진 날 목·어깨의 뻐근함 방문 홈케어 | 몽라운지","양천구 신정·신월·목동 생활권에서 강의와 장시간 발성이 이어진 날 뒤 목·어깨의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","양천구 신정·신월·목동 생활권에서 강의와 장시간 발성이 이어진 날 뒤 목·어깨의 뻐근함을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/seoul/gangseo-gu/강서구-출장마사지-가양-등촌-마곡-육아와-집안일이-길어진-날-어깨-손목-허리-피로-방문-홈케어/index.html","유지","강서구 출장마사지 - 가양·등촌 육아와 집안일이 길어진 날 어깨·손목·허리 피로 방문 홈케어 | 몽라운지","강서구 출장마사지 - 가양·등촌 육아와 집안일이 길어진 날 어깨·손목·허리 피로 방문 홈케어 | 몽라운지","강서구 가양·등촌·마곡 생활권에서 육아와 집안일이 길어진 날 뒤 어깨·손목·허리 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","강서구 가양·등촌·마곡 생활권에서 육아와 집안일이 길어진 날 뒤 어깨·손목·허리 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/gyeonggi/index.html","유지","경기 출장마사지 | 31개 시·군 지역 안내 | 몽라운지","경기 출장마사지 | 31개 시·군 지역 안내 | 몽라운지","경기 31개 시·군의 지역 구조와 생활권을 한곳에서 확인할 수 있도록 정리했습니다. 경기 출장마사지 이용 전 시·군을 선택하고 구가 있는 지역은 구와 읍·면·동까지 이어서 확인할 수 있습니다.","경기 31개 시·군의 지역 구조와 생활권을 한곳에서 확인할 수 있도록 정리했습니다. 경기 출장마사지 이용 전 시·군을 선택하고 구가 있는 지역은 구와 읍·면·동까지 이어서 확인할 수 있습니다.","1","1","1","1"
"기타지역페이지","massage/gyeonggi/goyang/고양시-출장마사지-일산-대화-백석-전시-행사와-장시간-보행-일정-다리-어깨-피로-방문-홈케어/index.html","유지","고양시 출장마사지 - 일산·대화 전시·행사와 장시간 보행 일정 다리·어깨 피로 방문 홈케어 | 몽라운지","고양시 출장마사지 - 일산·대화 전시·행사와 장시간 보행 일정 다리·어깨 피로 방문 홈케어 | 몽라운지","고양시 일산·대화·백석 생활권에서 전시·행사와 장시간 보행 일정 뒤 다리·어깨 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","고양시 일산·대화·백석 생활권에서 전시·행사와 장시간 보행 일정 뒤 다리·어깨 피로을 느끼는 경우, 가까운 방문 홈케어 정보를 찾는 순서와 지역 선택 기준을 정리한 몽라운지 안내입니다.","1","1","0","0"
"기타지역페이지","massage/gyeonggi/goyang/deogyang-gu/고양시-덕양구-출장마사지-동별-생활권-지역안내/index.html","유지","고양시 덕양구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","고양시 덕양구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","덕양구 안의 동별 생활권과 이동 범위를 먼저 확인할 수 있도록 정리했습니다. 경기 고양시 덕양구 출장마사지 이용 전 현재 위치와 가까운 동을 확인해 보세요.","덕양구 안의 동별 생활권과 이동 범위를 먼저 확인할 수 있도록 정리했습니다. 경기 고양시 덕양구 출장마사지 이용 전 현재 위치와 가까운 동을 확인해 보세요.","1","1","1","1"
"기타지역페이지","massage/gyeonggi/goyang/ilsandong-gu/고양시-일산동구-출장마사지-동별-생활권-지역안내/index.html","유지","고양시 일산동구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","고양시 일산동구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","속한 주요 동과 생활권을 기준으로 지역 정보를 구성했습니다. 경기 고양시 일산동구 출장마사지 이용 전 동별 위치와 이동 방향을 비교할 수 있습니다.","속한 주요 동과 생활권을 기준으로 지역 정보를 구성했습니다. 경기 고양시 일산동구 출장마사지 이용 전 동별 위치와 이동 방향을 비교할 수 있습니다.","1","1","1","1"
"기타지역페이지","massage/gyeonggi/goyang/ilsanseo-gu/고양시-일산서구-출장마사지-동별-생활권-지역안내/index.html","유지","고양시 일산서구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","고양시 일산서구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","일산서구 지역에서 현재 위치와 인접 동을 살펴보기 쉽도록 동별 안내를 정리했습니다. 경기 고양시 일산서구 출장마사지 이용 전 지역 범위를 확인해 보세요.","일산서구 지역에서 현재 위치와 인접 동을 살펴보기 쉽도록 동별 안내를 정리했습니다. 경기 고양시 일산서구 출장마사지 이용 전 지역 범위를 확인해 보세요.","1","1","1","1"
